TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster_Final
66.01,49.0,179.0,1.0,3475.99,Debit,Milwaukee,Online,Engineer,1.0
447.95,29.0,75.0,1.0,7544.399999999999,Debit,Tucson,Branch,Engineer,1.0
279.3,19.0,48.0,1.0,1193.61,Debit,Oklahoma City,ATM,Student,2.0
26.75,33.0,26.999999999999996,1.0,12063.77,Debit,Indianapolis,Online,Doctor,3.0
611.15,27.0,121.0,1.0,892.8299999999999,Debit,Detroit,ATM,Student,2.0
275.2,54.0,81.0,1.0,1230.12,Debit,New York,Online,Engineer,1.0
427.79,18.0,189.0,1.0,1479.67,Debit,San Jose,Branch,Student,2.0
469.13,54.0,139.0,1.0,1265.28,Credit,San Antonio,ATM,Doctor,3.0
102.81,76.0,47.0,1.0,3228.87,Debit,Seattle,Branch,Retired,0.0
22.61,19.0,145.0,1.0,1111.67,Debit,Seattle,Online,Student,2.0
68.28,56.0,293.0,1.0,3213.16,Debit,Boston,Online,Engineer,1.0
33.65,63.0,146.0,1.0,12719.93,Credit,New York,Online,Doctor,3.0
362.68,63.0,137.0,1.0,2040.77,Credit,Miami,ATM,Retired,0.0
73.23,20.0,172.0,1.0,1309.85,Debit,San Francisco,Branch,Student,2.0
654.49,25.0,104.0,1.0,164.61,Credit,Austin,Online,Student,2.0
18.56,49.0,161.0,1.0,4230.37,Credit,Memphis,Branch,Engineer,1.0
389.05,27.0,41.0,1.0,761.0,Debit,Dallas,ATM,Student,2.0
7.38,67.0,105.0,1.0,2923.83,Debit,Houston,Online,Retired,0.0
109.48,61.0,93.0,1.0,7372.47,Debit,Baltimore,Online,Retired,0.0
66.91,39.0,85.0,1.0,871.1,Debit,Seattle,ATM,Doctor,3.0
335.48,45.0,155.0,1.0,3023.16,Debit,Oklahoma City,Branch,Engineer,1.0
38.14,19.0,174.0,1.0,1119.21,Debit,Albuquerque,Online,Student,2.0
360.02,68.0,68.00000000000001,1.0,6400.59,Debit,Dallas,Online,Retired,0.0
567.71,63.0,80.0,1.0,13884.24,Debit,Memphis,Online,Doctor,3.0
218.19,19.0,185.0,1.0,620.83,Debit,Austin,ATM,Student,2.0
209.99,19.0,40.0,1.0,1938.0100000000002,Debit,Denver,ATM,Student,2.0
11.02,19.0,280.0,1.0,964.79,Debit,Tucson,Branch,Student,2.0
83.43,56.0,109.0,1.0,1870.16,Debit,New York,Online,Retired,0.0
344.97,34.0,106.0,1.0,5577.94,Debit,Austin,Online,Doctor,3.0
172.29,36.0,283.0,1.0,8700.8,Debit,El Paso,ATM,Engineer,1.0
195.54,60.0,255.0,1.0,2794.66,Debit,Omaha,Online,Retired,0.0
101.23,45.0,87.0,1.0,6169.71,Debit,Colorado Springs,Online,Engineer,1.0
180.46,25.0,34.0,1.0,831.7499999999999,Debit,Fresno,ATM,Student,2.0
692.55,53.0,109.0,1.0,2451.56,Debit,Charlotte,Branch,Retired,0.0
147.31,34.0,91.99999999999999,1.0,13625.52,Credit,Mesa,Online,Doctor,3.0
107.48,20.0,103.0,1.0,1379.39,Debit,Los Angeles,Branch,Student,2.0
81.51,25.0,97.0,1.0,865.4899999999999,Debit,Washington,Branch,Student,2.0
365.48,76.0,215.99999999999997,1.0,7147.4,Credit,Seattle,Online,Retired,0.0
491.1,35.0,125.0,1.0,7833.85,Credit,Houston,Online,Engineer,1.0
452.8,80.0,151.0,1.0,4840.67,Debit,Los Angeles,Branch,Retired,0.0
645.04,70.0,78.0,1.0,7361.47,Debit,Memphis,Branch,Retired,0.0
169.28,45.0,114.0,1.0,5128.44,Debit,Philadelphia,Branch,Doctor,3.0
88.42,62.0,91.0,1.0,12381.45,Debit,El Paso,ATM,Doctor,3.0
155.53,29.0,66.0,1.0,4008.05,Debit,Baltimore,ATM,Engineer,1.0
39.24,77.0,106.0,1.0,6462.41,Debit,Dallas,ATM,Retired,0.0
78.77,48.0,50.00000000000001,1.0,6470.57,Credit,Las Vegas,ATM,Engineer,1.0
26.5,48.0,179.0,1.0,4854.83,Debit,Indianapolis,Online,Engineer,1.0
83.62,48.0,146.0,1.0,12652.22,Debit,Raleigh,ATM,Doctor,3.0
142.78,68.0,150.0,1.0,11705.88,Debit,San Diego,Branch,Doctor,3.0
55.99,35.0,95.0,1.0,932.61,Debit,El Paso,ATM,Doctor,3.0
774.48,61.0,30.999999999999996,1.0,11613.58,Debit,Louisville,Branch,Doctor,3.0
105.37,25.0,160.0,1.0,1068.55,Debit,Sacramento,ATM,Student,2.0
118.83,28.0,295.0,1.0,1616.3,Debit,Virginia Beach,Online,Student,2.0
46.22,23.0,217.0,1.0,471.2799999999999,Debit,San Jose,Branch,Student,2.0
659.71,21.0,148.0,1.0,106.86,Credit,San Jose,Branch,Student,2.0
377.97,72.0,160.0,1.0,2457.1,Debit,Miami,Online,Retired,0.0
114.1,69.0,148.0,1.0,5882.12,Debit,Boston,Branch,Retired,0.0
11.3,55.0,41.0,1.0,1938.99,Credit,Louisville,Online,Retired,0.0
95.5,57.0,17.0,1.0,4079.09,Debit,Omaha,Online,Retired,0.0
130.93,28.0,149.0,1.0,860.1199999999999,Credit,Houston,Branch,Engineer,1.0
272.97,68.0,174.0,1.0,7811.310000000001,Debit,Boston,Online,Retired,0.0
73.35,24.0,47.0,1.0,1181.84,Debit,San Francisco,Branch,Student,2.0
29.94,58.0,243.0,1.0,10915.54,Debit,San Francisco,ATM,Doctor,3.0
50.52,20.0,140.0,1.0,1121.19,Debit,Boston,Online,Student,2.0
820.46,53.0,243.0,1.0,5621.86,Credit,Fort Worth,Online,Engineer,1.0
153.07,56.0,116.00000000000001,1.0,8873.43,Debit,Detroit,ATM,Engineer,1.0
52.94,41.0,146.0,1.0,6990.92,Debit,Tucson,Branch,Doctor,3.0
384.41,60.0,65.0,1.0,7831.56,Debit,Jacksonville,ATM,Engineer,1.0
235.42,51.0,175.0,1.0,6173.23,Debit,Phoenix,Branch,Retired,0.0
114.23,56.0,64.0,1.0,9523.72,Debit,Dallas,ATM,Doctor,3.0
12.62,33.0,61.00000000000001,1.0,6420.47,Debit,El Paso,Branch,Doctor,3.0
373.52,35.0,235.0,1.0,6430.41,Debit,Colorado Springs,ATM,Engineer,1.0
336.05,28.0,164.0,1.0,1635.05,Debit,San Antonio,Branch,Student,2.0
366.93,66.0,33.0,1.0,6697.79,Debit,Houston,Online,Retired,0.0
112.27,58.0,102.0,1.0,7369.89,Debit,Seattle,Branch,Doctor,3.0
494.9599999999999,40.0,132.0,1.0,6903.68,Debit,Sacramento,ATM,Engineer,1.0
561.58,65.0,22.999999999999996,1.0,11748.86,Debit,Sacramento,Online,Doctor,3.0
440.94,42.0,148.0,1.0,7303.23,Debit,San Antonio,Online,Doctor,3.0
71.9,29.0,51.00000000000001,1.0,10619.35,Debit,Los Angeles,Branch,Doctor,3.0
256.66,54.0,137.0,1.0,1794.5,Credit,Raleigh,Online,Retired,0.0
166.55,59.0,99.0,1.0,12970.21,Credit,Houston,Branch,Doctor,3.0
276.26,56.0,143.0,1.0,120.88999999999999,Debit,Louisville,Branch,Doctor,3.0
35.46,67.0,164.0,1.0,5692.31,Debit,Indianapolis,ATM,Doctor,3.0
38.14,50.0,165.0,1.0,9879.87,Debit,Portland,Branch,Engineer,1.0
506.25999999999993,64.0,86.0,1.0,6266.65,Credit,Baltimore,ATM,Retired,0.0
736.32,31.0,28.0,1.0,14268.95,Debit,Indianapolis,Online,Doctor,3.0
389.43,52.0,151.0,1.0,6449.83,Credit,Austin,ATM,Engineer,1.0
25.58,60.0,166.0,1.0,6741.41,Debit,Omaha,ATM,Engineer,1.0
446.1,25.0,243.0,1.0,1008.44,Debit,Seattle,ATM,Student,2.0
147.74,23.0,15.0,1.0,1711.78,Debit,Raleigh,Branch,Student,2.0
46.23,77.0,282.0,1.0,5107.75,Debit,Fresno,Online,Retired,0.0
265.37,33.0,77.0,1.0,5229.95,Debit,Washington,Branch,Engineer,1.0
342.57,20.0,91.0,1.0,339.16,Debit,Boston,Online,Student,2.0
417.26,32.0,45.0,1.0,10442.48,Credit,New York,Online,Doctor,3.0
33.63,63.0,75.99999999999999,1.0,4324.4,Debit,Columbus,Online,Retired,0.0
64.58,55.0,173.0,1.0,6292.29,Debit,El Paso,Branch,Retired,0.0
23.23,21.0,122.0,1.0,269.01,Credit,Miami,Branch,Student,2.0
160.52,78.0,112.0,1.0,5379.25,Credit,Jacksonville,ATM,Retired,0.0
285.49,53.0,109.0,1.0,6366.84,Credit,Charlotte,Branch,Doctor,3.0
71.87,22.0,258.0,1.0,1839.1,Debit,Nashville,ATM,Student,2.0
308.8,53.0,41.0,1.0,3966.5399999999995,Debit,Baltimore,ATM,Retired,0.0
135.35,33.0,82.0,1.0,9983.36,Debit,Houston,Branch,Engineer,1.0
288.43,66.0,72.0,1.0,4577.09,Debit,Phoenix,Branch,Retired,0.0
147.46,65.0,205.0,1.0,7458.029999999999,Credit,Albuquerque,Online,Doctor,3.0
214.15,32.0,217.0,1.0,6397.29,Debit,Detroit,Branch,Engineer,1.0
170.36,30.0,118.0,1.0,6034.73,Debit,Indianapolis,ATM,Doctor,3.0
736.53,55.0,120.0,1.0,9826.26,Debit,Philadelphia,ATM,Engineer,1.0
213.42,45.0,17.0,1.0,3736.3800000000006,Debit,Columbus,ATM,Engineer,1.0
94.09,27.0,203.0,1.0,646.8499999999999,Debit,Miami,Branch,Student,2.0
91.23,72.0,86.0,1.0,6385.12,Debit,Boston,ATM,Retired,0.0
263.92,57.0,233.0,1.0,4161.71,Credit,San Diego,Branch,Retired,0.0
77.5,51.0,201.0,1.0,11079.77,Credit,Fort Worth,Online,Doctor,3.0
3.65,69.0,146.0,1.0,10017.11,Debit,Miami,Online,Doctor,3.0
43.88,26.0,251.0,1.0,1644.09,Credit,Seattle,Online,Student,2.0
591.98,28.0,132.0,1.0,387.65,Debit,El Paso,ATM,Student,2.0
224.79,18.0,129.0,1.0,528.38,Debit,Boston,Online,Student,2.0
64.3,55.0,67.0,1.0,7530.299999999999,Debit,Louisville,ATM,Retired,0.0
111.79,62.0,49.0,1.0,10887.59,Debit,Jacksonville,Online,Doctor,3.0
613.7,61.0,37.0,1.0,7307.11,Credit,Fort Worth,Branch,Retired,0.0
170.45,60.0,199.0,1.0,2284.41,Debit,San Francisco,Branch,Engineer,1.0
344.27,22.0,123.0,1.0,1918.3600000000001,Debit,San Antonio,Branch,Student,2.0
872.72,22.0,288.0,1.0,503.01,Debit,Washington,Online,Student,2.0
292.95,37.0,56.0,1.0,1216.91,Debit,Memphis,Branch,Engineer,1.0
28.44,18.0,243.0,1.0,1071.04,Debit,Fresno,ATM,Student,2.0
209.02,21.0,74.0,1.0,187.9,Debit,El Paso,ATM,Student,2.0
20.05,72.0,171.0,1.0,7145.67,Debit,Chicago,ATM,Retired,0.0
175.02,28.0,71.0,1.0,1493.88,Debit,Phoenix,Online,Student,2.0
89.5,41.0,134.0,1.0,8658.95,Credit,Louisville,Branch,Engineer,1.0
69.96,28.0,30.999999999999996,1.0,164.12,Debit,Baltimore,Branch,Student,2.0
146.51,53.0,68.00000000000001,1.0,7089.9,Debit,Albuquerque,ATM,Engineer,1.0
376.78,21.0,88.0,1.0,841.6499999999999,Credit,Nashville,Online,Student,2.0
148.54,71.0,107.0,1.0,5677.05,Credit,Columbus,Branch,Retired,0.0
388.77,26.0,30.0,1.0,1658.49,Credit,Jacksonville,Online,Student,2.0
100.38,63.0,49.0,1.0,10171.68,Debit,Seattle,Branch,Doctor,3.0
137.23,64.0,63.0,1.0,13847.99,Debit,Fresno,Branch,Doctor,3.0
870.3,51.0,229.0,1.0,3688.98,Debit,San Jose,ATM,Retired,0.0
458.94,52.0,180.0,1.0,5619.95,Debit,Detroit,Branch,Engineer,1.0
327.35,20.0,175.0,1.0,342.08,Credit,Memphis,Branch,Student,2.0
757.15,53.0,37.99999999999999,1.0,4702.86,Debit,Raleigh,Online,Engineer,1.0
5.64,59.0,47.0,1.0,12703.24,Debit,Boston,Online,Doctor,3.0
47.23,73.0,160.0,1.0,6659.81,Credit,Memphis,Online,Retired,0.0
239.41,42.0,247.99999999999997,1.0,7860.65,Credit,Baltimore,Online,Doctor,3.0
7.48,55.0,29.000000000000004,1.0,1275.2,Debit,San Antonio,ATM,Engineer,1.0
170.97,26.0,292.0,1.0,1265.27,Debit,Nashville,Branch,Student,2.0
659.15,22.0,204.0,1.0,1241.59,Debit,Boston,ATM,Student,2.0
31.53,25.0,283.0,1.0,874.93,Debit,Kansas City,Online,Student,2.0
111.66,48.0,140.0,1.0,5716.72,Credit,Washington,Online,Engineer,1.0
250.01,62.0,88.0,1.0,1541.48,Debit,Kansas City,ATM,Retired,0.0
554.15,49.0,107.99999999999999,1.0,14817.22,Debit,Raleigh,ATM,Doctor,3.0
598.66,32.0,222.0,1.0,2587.11,Credit,Charlotte,Branch,Engineer,1.0
28.38,55.0,98.0,1.0,173.7,Debit,Sacramento,Branch,Doctor,3.0
16.8,49.0,94.0,1.0,11847.07,Debit,San Diego,ATM,Doctor,3.0
896.79,33.0,168.00000000000003,1.0,11146.74,Debit,Dallas,Online,Doctor,3.0
159.0,49.0,37.99999999999999,1.0,369.79,Debit,Las Vegas,ATM,Engineer,1.0
56.31,75.0,195.0,1.0,6396.08,Credit,Houston,Online,Retired,0.0
203.99,52.0,215.0,1.0,4840.31,Debit,Philadelphia,Online,Retired,0.0
50.99,29.0,75.99999999999999,1.0,1334.6,Debit,Detroit,Branch,Doctor,3.0
101.28,32.0,75.0,1.0,2774.35,Credit,Chicago,Online,Engineer,1.0
299.92,27.0,122.0,1.0,1368.0,Debit,Denver,ATM,Student,2.0
77.54,67.0,73.0,1.0,4536.38,Debit,Phoenix,Online,Retired,0.0
18.35,21.0,78.0,1.0,1293.39,Debit,Nashville,Branch,Student,2.0
732.53,26.0,116.00000000000001,1.0,441.54,Credit,San Jose,ATM,Student,2.0
65.11,34.0,150.0,1.0,8485.14,Debit,Nashville,ATM,Engineer,1.0
67.07,24.0,56.0,1.0,999.6200000000001,Credit,Los Angeles,ATM,Student,2.0
137.48,55.0,47.0,1.0,14273.42,Debit,Seattle,Branch,Doctor,3.0
398.36,22.0,56.0,1.0,1863.7,Debit,Columbus,ATM,Student,2.0
469.46,20.0,149.0,1.0,8640.56,Debit,New York,ATM,Student,2.0
37.58,57.0,182.0,1.0,259.44,Debit,Indianapolis,ATM,Doctor,3.0
160.24,31.0,15.0,1.0,5526.97,Debit,Washington,ATM,Engineer,1.0
315.39,23.0,93.0,1.0,929.6,Credit,New York,Branch,Student,2.0
165.91,26.0,84.00000000000001,1.0,587.1199999999999,Debit,Jacksonville,ATM,Student,2.0
211.36,47.0,194.0,1.0,4760.34,Debit,San Francisco,Branch,Engineer,1.0
241.45000000000002,26.0,158.0,1.0,1594.04,Debit,Portland,Online,Student,2.0
23.24,68.0,129.0,1.0,13777.79,Debit,Indianapolis,Branch,Doctor,3.0
70.88,74.0,176.0,1.0,1794.65,Credit,Omaha,Branch,Retired,0.0
314.52,80.0,229.0,1.0,7071.32,Debit,Memphis,ATM,Retired,0.0
181.81,78.0,122.0,1.0,7525.7300000000005,Credit,Austin,Online,Retired,0.0
854.64,56.0,118.0,1.0,2989.25,Debit,Fort Worth,Branch,Retired,0.0
261.19,64.0,52.00000000000001,1.0,7620.6,Debit,Oklahoma City,ATM,Retired,0.0
220.68,71.0,217.0,1.0,5549.2,Credit,Raleigh,Online,Retired,0.0
11.86,31.0,129.0,1.0,6782.61,Debit,Sacramento,Branch,Engineer,1.0
122.65000000000002,28.0,41.0,1.0,1968.51,Debit,Columbus,Online,Student,2.0
395.16,56.0,17.0,1.0,5340.73,Debit,Milwaukee,Online,Retired,0.0
704.69,51.0,150.0,1.0,3267.84,Debit,Las Vegas,Online,Retired,0.0
369.89,69.0,69.00000000000001,1.0,6941.47,Debit,San Antonio,ATM,Retired,0.0
10.92,67.0,268.0,1.0,7567.2,Debit,Jacksonville,ATM,Retired,0.0
199.14,31.0,36.0,1.0,7001.25,Debit,Seattle,Branch,Engineer,1.0
109.43,70.0,140.0,1.0,1983.65,Debit,Denver,ATM,Retired,0.0
304.15,20.0,40.0,1.0,686.9099999999999,Debit,Atlanta,Branch,Student,2.0
620.54,28.0,98.0,1.0,213.36,Credit,Omaha,Branch,Student,2.0
757.79,22.0,117.0,1.0,1443.02,Debit,Charlotte,Online,Student,2.0
122.81,52.0,12.0,1.0,8450.84,Debit,San Jose,Branch,Doctor,3.0
96.25,61.0,171.0,1.0,7996.699999999999,Debit,Houston,Online,Retired,0.0
142.55,67.0,97.0,1.0,1262.68,Debit,Kansas City,Online,Doctor,3.0
35.94,23.0,141.0,1.0,1697.28,Credit,Fresno,Branch,Student,2.0
24.86,58.0,292.0,1.0,2591.65,Debit,Jacksonville,Branch,Engineer,1.0
103.08,60.0,109.0,1.0,12002.16,Debit,San Francisco,Online,Doctor,3.0
116.27,57.0,94.0,1.0,8726.92,Debit,Portland,Online,Engineer,1.0
34.74,59.0,72.0,1.0,3736.57,Credit,Portland,Online,Retired,0.0
64.01,19.0,240.0,1.0,1225.69,Credit,Philadelphia,Branch,Student,2.0
50.9,28.0,150.0,1.0,1277.7,Credit,Jacksonville,Online,Student,2.0
206.84,20.0,154.0,1.0,454.66,Debit,Philadelphia,Branch,Student,2.0
37.4,20.0,84.00000000000001,1.0,1519.51,Debit,Raleigh,ATM,Student,2.0
154.21,46.0,75.0,1.0,8045.77,Debit,Miami,Online,Engineer,1.0
199.37,24.0,79.0,1.0,1331.3,Debit,Chicago,Online,Student,2.0
410.49,25.0,134.0,1.0,1843.57,Credit,Atlanta,Branch,Student,2.0
18.23,56.0,28.0,1.0,8422.2,Debit,Nashville,ATM,Engineer,1.0
398.7,47.0,276.0,1.0,7987.740000000001,Debit,Albuquerque,ATM,Doctor,3.0
122.14,22.0,155.0,1.0,327.68,Debit,Omaha,Online,Student,2.0
378.2,40.0,167.0,1.0,7372.81,Debit,Mesa,Branch,Engineer,1.0
124.74,49.0,33.0,1.0,2987.97,Debit,Los Angeles,ATM,Engineer,1.0
17.1,53.0,101.0,1.0,1619.54,Debit,Albuquerque,ATM,Retired,0.0
287.05,22.0,212.0,1.0,1204.65,Debit,Milwaukee,ATM,Student,2.0
874.72,28.0,173.0,1.0,4630.58,Debit,San Francisco,Online,Engineer,1.0
40.12,36.0,269.0,1.0,14304.38,Credit,Dallas,ATM,Doctor,3.0
125.00000000000001,49.0,177.0,1.0,3215.76,Credit,Indianapolis,Online,Engineer,1.0
348.44,24.0,147.0,1.0,1022.94,Debit,Baltimore,Online,Student,2.0
128.4,69.0,30.999999999999996,1.0,2610.64,Debit,Tucson,ATM,Retired,0.0
320.93,55.0,178.0,1.0,9451.66,Debit,Atlanta,Online,Engineer,1.0
1.41,53.0,278.0,1.0,1244.17,Debit,Sacramento,ATM,Retired,0.0
50.52,54.0,293.0,1.0,12815.24,Debit,Los Angeles,Branch,Doctor,3.0
383.95,31.0,143.0,1.0,9933.56,Credit,San Diego,Online,Engineer,1.0
12.94,23.0,158.0,1.0,921.23,Debit,Fresno,Branch,Student,2.0
329.75,56.0,211.0,1.0,6009.43,Debit,Sacramento,Online,Retired,0.0
40.79,18.0,80.0,1.0,1769.33,Debit,Milwaukee,ATM,Student,2.0
99.25,63.0,93.0,1.0,2570.34,Credit,Phoenix,Online,Retired,0.0
150.6,69.0,59.00000000000001,1.0,3240.14,Debit,Miami,ATM,Retired,0.0
29.5,73.0,129.0,1.0,1229.32,Debit,San Antonio,Online,Retired,0.0
54.34,65.0,45.99999999999999,1.0,8019.890000000001,Debit,Albuquerque,ATM,Doctor,3.0
18.25,53.0,18.0,1.0,14328.29,Debit,Kansas City,ATM,Doctor,3.0
633.87,27.0,175.0,1.0,330.16,Debit,Kansas City,Online,Student,2.0
81.15,19.0,114.0,1.0,1595.26,Debit,Miami,ATM,Student,2.0
83.95,75.0,170.0,1.0,7413.18,Debit,New York,Online,Retired,0.0
410.4,61.0,78.0,1.0,2563.91,Credit,Virginia Beach,ATM,Retired,0.0
172.68,33.0,17.0,1.0,10724.95,Debit,Baltimore,ATM,Doctor,3.0
139.88,34.0,162.0,1.0,2969.71,Debit,Colorado Springs,ATM,Engineer,1.0
165.55,28.0,115.0,1.0,761.7799999999999,Debit,Dallas,Branch,Student,2.0
285.69,63.0,35.0,1.0,2552.54,Debit,Miami,ATM,Retired,0.0
532.4,22.0,149.0,1.0,1033.73,Debit,Jacksonville,ATM,Student,2.0
293.85,25.0,144.0,1.0,1919.97,Debit,Charlotte,Online,Student,2.0
27.94,79.0,120.0,1.0,1893.4399999999998,Debit,Atlanta,Branch,Retired,0.0
270.36,25.0,37.0,1.0,1783.04,Debit,Oklahoma City,ATM,Student,2.0
506.03000000000003,21.0,21.000000000000004,1.0,1123.89,Debit,Detroit,Branch,Student,2.0
206.95,22.0,30.999999999999996,1.0,1817.65,Debit,Seattle,Branch,Student,2.0
350.96,63.0,167.0,1.0,5463.94,Debit,Tucson,ATM,Retired,0.0
261.63,20.0,150.0,1.0,477.03,Debit,Chicago,Branch,Student,2.0
46.12,59.0,30.0,1.0,8874.01,Debit,Fresno,Branch,Doctor,3.0
27.25,63.0,91.99999999999999,1.0,5365.2,Credit,Kansas City,Branch,Retired,0.0
331.66,76.0,145.0,1.0,7216.3,Debit,Las Vegas,ATM,Retired,0.0
667.95,62.0,253.0,1.0,13558.56,Credit,Oklahoma City,ATM,Doctor,3.0
49.84,49.0,146.0,1.0,7872.04,Debit,Chicago,ATM,Doctor,3.0
556.04,72.0,26.999999999999996,1.0,5200.04,Debit,Denver,ATM,Retired,0.0
88.06,18.0,288.0,1.0,1779.85,Credit,Raleigh,Online,Student,2.0
745.95,58.0,127.0,1.0,13264.14,Debit,Memphis,ATM,Doctor,3.0
67.25,19.0,157.0,1.0,467.4,Debit,Miami,Online,Student,2.0
93.63,29.0,141.0,1.0,9873.62,Debit,New York,ATM,Engineer,1.0
74.11,22.0,49.0,1.0,1257.9,Debit,San Jose,Branch,Student,2.0
41.13,77.0,58.00000000000001,1.0,6067.54,Credit,Philadelphia,Branch,Retired,0.0
192.02,79.0,154.0,1.0,5169.07,Credit,Indianapolis,Online,Retired,0.0
291.27,77.0,121.0,1.0,6878.86,Debit,Detroit,Branch,Retired,0.0
296.46,23.0,136.0,1.0,558.99,Debit,Dallas,Branch,Student,2.0
341.84,27.0,89.0,1.0,1400.04,Credit,El Paso,Branch,Student,2.0
98.41,27.0,48.0,1.0,912.7099999999999,Debit,Sacramento,Online,Student,2.0
27.51,40.0,103.0,1.0,13645.63,Credit,Columbus,Online,Doctor,3.0
12.18,76.0,77.0,1.0,4909.24,Debit,New York,Branch,Retired,0.0
207.71,25.0,63.0,1.0,570.0999999999999,Credit,Kansas City,Online,Student,2.0
25.77,45.0,277.0,1.0,11749.77,Credit,San Diego,Online,Doctor,3.0
127.56999999999998,52.0,75.0,1.0,6118.2,Debit,Nashville,ATM,Retired,0.0
392.05,60.0,172.0,1.0,4383.69,Debit,Denver,ATM,Engineer,1.0
521.01,41.0,73.0,1.0,4004.55,Credit,Seattle,Branch,Engineer,1.0
849.76,25.0,269.0,1.0,373.88,Debit,Seattle,ATM,Student,2.0
172.5,68.0,30.999999999999996,1.0,6851.16,Debit,Columbus,Online,Doctor,3.0
265.44,30.0,169.0,1.0,9700.77,Debit,San Antonio,ATM,Engineer,1.0
152.34,55.0,115.0,1.0,6853.51,Debit,Omaha,Branch,Doctor,3.0
21.13,28.0,153.0,1.0,948.7,Debit,Dallas,Branch,Student,2.0
111.55,46.0,101.0,1.0,12221.17,Debit,Denver,ATM,Doctor,3.0
321.82,32.0,43.0,1.0,6500.5,Credit,Raleigh,Branch,Engineer,1.0
148.77,67.0,175.0,1.0,2138.42,Debit,San Jose,Branch,Retired,0.0
14.08,57.0,154.0,1.0,3908.6499999999996,Debit,Dallas,Branch,Retired,0.0
566.33,24.0,66.0,1.0,379.82,Credit,Charlotte,ATM,Student,2.0
206.51,51.0,275.0,1.0,3921.74,Debit,Indianapolis,ATM,Retired,0.0
180.94,75.0,57.0,1.0,7659.990000000001,Debit,Raleigh,Branch,Retired,0.0
77.9,21.0,128.0,1.0,664.7199999999999,Debit,Washington,Branch,Student,2.0
318.92,21.0,60.00000000000001,1.0,1167.25,Credit,Washington,Branch,Student,2.0
583.3,59.0,142.0,1.0,5896.01,Credit,Nashville,Online,Engineer,1.0
100.68,63.0,139.0,1.0,1123.75,Debit,Memphis,Online,Retired,0.0
589.64,62.0,210.0,1.0,2039.4,Debit,Charlotte,Online,Retired,0.0
225.93,25.0,199.0,1.0,1864.27,Credit,Omaha,Branch,Student,2.0
651.55,72.0,82.0,1.0,2325.78,Debit,Phoenix,Online,Retired,0.0
80.97,38.0,157.0,1.0,5926.31,Debit,Seattle,Online,Doctor,3.0
191.89,25.0,14.0,1.0,399.57,Debit,San Antonio,Branch,Student,2.0
304.75,78.0,125.0,1.0,1916.34,Credit,Austin,Branch,Retired,0.0
201.53,68.0,287.0,1.0,2732.86,Debit,Tucson,Online,Retired,0.0
8.45,22.0,141.0,1.0,1115.3,Debit,Philadelphia,ATM,Student,2.0
435.98,30.0,105.0,1.0,7334.08,Debit,Mesa,Branch,Engineer,1.0
743.24,19.0,109.0,1.0,1024.19,Credit,Indianapolis,Online,Student,2.0
16.27,57.0,44.0,1.0,10971.32,Debit,Atlanta,ATM,Doctor,3.0
290.86,45.0,36.0,1.0,14631.88,Debit,Louisville,Online,Doctor,3.0
85.73,41.0,266.0,1.0,14928.35,Debit,Virginia Beach,ATM,Doctor,3.0
555.71,22.0,73.0,1.0,830.3699999999999,Credit,Boston,Branch,Student,2.0
40.03,23.0,200.00000000000003,1.0,6408.8,Debit,Omaha,Branch,Student,2.0
73.01,25.0,61.99999999999999,1.0,1997.3299999999997,Credit,Milwaukee,Online,Student,2.0
346.12,44.0,12.0,1.0,13084.27,Debit,San Francisco,Branch,Doctor,3.0
252.92999999999998,75.0,222.0,1.0,2760.37,Debit,Portland,ATM,Retired,0.0
58.7,67.0,141.0,1.0,8937.35,Debit,New York,Branch,Doctor,3.0
7.5600000000000005,40.0,145.0,1.0,8528.72,Debit,Milwaukee,ATM,Doctor,3.0
540.4,45.0,272.0,1.0,425.77,Debit,Houston,Branch,Doctor,3.0
264.14,64.0,125.0,1.0,8459.26,Debit,Baltimore,ATM,Doctor,3.0
248.15000000000003,75.0,202.0,1.0,2649.23,Debit,Milwaukee,ATM,Retired,0.0
24.34,54.0,110.0,1.0,6659.12,Debit,Raleigh,Branch,Engineer,1.0
428.61,66.0,61.99999999999999,1.0,11937.04,Debit,Fort Worth,ATM,Doctor,3.0
117.66,39.0,126.0,1.0,6794.17,Credit,Memphis,Branch,Doctor,3.0
165.8,60.0,287.0,1.0,2064.76,Debit,Nashville,Online,Engineer,1.0
289.18,65.0,64.0,1.0,3139.75,Debit,Baltimore,ATM,Retired,0.0
125.38999999999999,21.0,140.0,1.0,202.69,Debit,Los Angeles,ATM,Student,2.0
305.18,58.0,215.99999999999997,1.0,4474.2,Debit,Chicago,Online,Retired,0.0
506.90000000000003,64.0,56.0,1.0,11471.87,Credit,Houston,Branch,Doctor,3.0
504.11999999999995,25.0,101.0,1.0,1107.28,Credit,Baltimore,Branch,Student,2.0
42.09,29.0,118.0,1.0,5526.28,Debit,Denver,Branch,Engineer,1.0
607.28,32.0,84.00000000000001,1.0,9679.68,Debit,Baltimore,ATM,Doctor,3.0
91.9,77.0,125.0,1.0,1033.94,Debit,Chicago,Online,Retired,0.0
303.43,22.0,30.0,1.0,1833.24,Debit,Virginia Beach,Branch,Student,2.0
668.78,20.0,141.0,1.0,983.6799999999998,Debit,Mesa,ATM,Student,2.0
